gene,logFC,P.Value,adj.P.Val
ADRA2C,0.3891475,0.300972457840802,0.999986929681086
ADRB1,0.0820374999999984,0.47502999524162,0.999986929681086
ADRB2,-0.0367775000000012,0.90778118403631,0.999986929681086
ADRB3,0.174469999999999,0.0807454428688792,0.999986929681086
ADRM1,-0.00148749999999964,0.994578451065339,0.999986929681086
ADSL,-0.0509750000000011,0.678947338505675,0.999986929681086
ADSS1,-0.434792500000001,0.143058841388281,0.999986929681086
ADSS2,-0.0936899999999987,0.598129973166936,0.999986929681086
ADTRP,-0.77093,0.0248357047059855,0.999986929681086
AEBP1,-0.133757499999998,0.777284877022961,0.999986929681086
AEBP2,0.127952499999999,0.260832317488543,0.999986929681086
AEN,-0.0584100000000003,0.608210934249713,0.999986929681086
AFAP1,0.331077499999999,0.0357777002303233,0.999986929681086
AFAP1-AS1,0.131455,0.310580618592133,0.999986929681086
AFAP1L1,0.250990000000002,0.1635238113759,0.999986929681086
AFAP1L2,0.10915,0.397674230418882,0.999986929681086
AFDN,0.240347500000001,0.172919415271143,0.999986929681086
AFDN-DT,0.113229999999999,0.447342745014688,0.999986929681086
AFF1,-0.0840199999999998,0.596595061741076,0.999986929681086
AFF2,0.164625000000001,0.494780602051298,0.999986929681086
AFF3,0.596795,0.123266132433414,0.999986929681086
AFF4,0.113395,0.216756783625063,0.999986929681086
AFG1L,-0.0480875000000012,0.718461892141679,0.999986929681086
AFG2A,-0.146869999999999,0.444164305447212,0.999986929681086
AFG2B,-0.2853025,0.13722176957332,0.999986929681086
AFG3L1P,-0.1534475,0.232694306919034,0.999986929681086
AFG3L2,-0.109999999999999,0.454353013143852,0.999986929681086
AFM,0.0119525,0.907037150304448,0.999986929681086
AFMID,-0.0516525000000003,0.657003487176062,0.999986929681086
AFP,0.0185200000000005,0.929401274902573,0.999986929681086
AFTPH,0.0880725000000009,0.565664550871172,0.999986929681086
AFTPH-DT,-0.220415,0.340522217138986,0.999986929681086
AGA,-0.671277499999998,0.108398728187149,0.999986929681086
AGA-DT,0.107870000000001,0.326789153302705,0.999986929681086
AGAP1,-0.150632499999998,0.0930725799841428,0.999986929681086
AGAP11,-0.0758425000000003,0.430841218488519,0.999986929681086
AGAP2,0.171249999999999,0.242223946473147,0.999986929681086
AGAP2-AS1,-0.205860000000001,0.175242308275578,0.999986929681086
AGAP3,-0.2144525,0.0440679824644566,0.999986929681086
AGAP4,0.115880000000002,0.300166015480178,0.999986929681086
