"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_23_P100632",0.539585749999999,14.7968400833333,2.77939320848453,0.017729889305534,0.955680307052298,-4.08449813437802
"A_33_P3230374",-1.41840135,5.061270575,-2.77892418912995,0.017744848386867,0.955680307052298,-4.0846357913469
"A_21_P0005747",-1.254716875,1.97888513333333,-2.77812013305895,0.0177705224716458,0.955680307052298,-4.08487180863675
"A_23_P388301",-0.5310900625,1.79102390833333,-2.77790422282901,0.0177774229302439,0.955680307052298,-4.08493519134319
"A_21_P0003854",1.555859875,5.67608254166667,2.77714077938527,0.0178018438480173,0.955680307052298,-4.08515932799912
"A_21_P0011956",1.0002532125,6.4961113,2.77609144355555,0.0178354643064513,0.955680307052298,-4.08546744925521
"A_21_P0009972",-0.5576886125,4.09879944166667,-2.77582598057343,0.0178439796782114,0.955680307052298,-4.08554540761395
"A_23_P410312",-0.647482999999999,9.19363354166667,-2.774899998893,0.0178737144585541,0.955680307052298,-4.08581736934925
"A_33_P3392802",-0.565882599999999,5.03668040833333,-2.77436645084397,0.0178908699266287,0.955680307052298,-4.08597409356596
"A_33_P3548860",-1.4820574125,2.46668105,-2.7733395610792,0.0179239341848165,0.955680307052298,-4.08627577422137
"A_23_P24903",1.197653925,7.42398695,2.77179852169689,0.0179736673116805,0.955680307052298,-4.08672860690604
"A_33_P3723448",0.688774499999999,2.166635475,2.77093470940096,0.0180016046433264,0.955680307052298,-4.08698249206669
"A_21_P0006259",-0.7848115,4.76455773333333,-2.77063911546571,0.0180111746248432,0.955680307052298,-4.08706937984422
"A_21_P0009106",-0.831118962500001,2.53617874166667,-2.76973656228851,0.0180404264867824,0.955680307052298,-4.08733470759947
"A_21_P0000568",-2.3488691875,3.98428715833333,-2.76888925519304,0.0180679307983541,0.955680307052298,-4.08758383351304
"A_24_P312519",-0.565515100000002,6.69340380833333,-2.76806178701406,0.0180948313557588,0.955680307052298,-4.08782716289844
"A_21_P0013422",-0.672159875000004,10.9453292916667,-2.76698506281622,0.0181298947150565,0.955680307052298,-4.0881438437404
"A_33_P3417955",0.8798754375,2.03483875,2.76621895624716,0.0181548839745967,0.955680307052298,-4.08836920440415
"A_21_P0011198",-2.421137925,2.604612075,-2.76551064410928,0.0181780185246048,0.955680307052298,-4.08857759151613
"A_24_P313431",-1.451317625,3.19748269166667,-2.76483479981917,0.0182001199427256,0.955680307052298,-4.08877645109836
"A_23_P122531",0.518923124999997,12.84175575,2.76346234495198,0.0182450840980522,0.955680307052298,-4.08918035434313
"A_23_P319874",-0.574361562499999,4.54553404166667,-2.76299355525611,0.0182604677958274,0.955680307052298,-4.0893183383133
"A_33_P3335177",2.381356325,3.40113238333333,2.76256714520357,0.0182744719678834,0.955680307052298,-4.08944385823452
"A_33_P3257297",1.3653890125,4.31345641666667,2.76061342232244,0.0183387727967163,0.955680307052298,-4.0900190864902
"A_33_P3395081",1.2339647625,2.2823156,2.76053225135057,0.018341449150651,0.955680307052298,-4.0900429897208
"A_21_P0000284",0.667074625,9.06561741666667,2.75767691147974,0.0184358422264148,0.955680307052298,-4.09088404961122
"A_23_P315964",-0.652096225,2.45957453333333,-2.75760706485507,0.0184381572843738,0.955680307052298,-4.09090462875176
"A_21_P0014279",-0.533907750000001,9.9951245,-2.75734176370456,0.0184469532913563,0.955680307052298,-4.09098279762306
"A_33_P3298128",-0.891388450000001,8.49326678333333,-2.75548821794506,0.0185085236482803,0.955680307052298,-4.0915290326025
"A_32_P79434",-0.544627275,8.4883764,-2.75460687780306,0.0185378712305918,0.955680307052298,-4.09178882402944
"A_33_P3342300",-1.2654181875,3.684038,-2.75143824732433,0.0186437652053046,0.955680307052298,-4.09272317092133
"A_21_P0004864",0.838358874999999,8.97782291666667,2.75110571447612,0.0186549130534258,0.955680307052298,-4.09282125649443
"A_33_P3286036",-0.979446225,2.869749475,-2.75108440372509,0.0186556277018081,0.955680307052298,-4.09282754261733
"A_32_P358887",-1.286715225,5.594940575,-2.75010513077117,0.0186884966161914,0.955680307052298,-4.09311642836398
"A_33_P3269924",2.1947920625,4.51839255833333,2.74906052921198,0.0187236216550367,0.955680307052298,-4.09342464091662
"A_33_P3373214",-0.530680500000001,8.86005025,-2.74681477055063,0.0187993580807233,0.955680307052298,-4.09408744964993
"A_33_P3274811",2.1062204375,9.95893020833333,2.74656522296501,0.0188077926306489,0.955680307052298,-4.09416111674681
