gene,logFC,P.Value,adj.P.Val
ACTIN-RELATED PROTEIN 2/3 COMPLEX INHIBITOR,-0.130692499999999,0.537825196865102,0.999986929681086
ACTIN-RELATED PROTEIN T2,0.041757500000001,0.716156990533864,0.999986929681086
ACTIN-RELATED PROTEIN T3,0.0862300000000022,0.508841607531942,0.999986929681086
ACTIN BINDING LIM PROTEIN 1,0.512617499999998,0.0389066291128733,0.999986929681086
ACTIN BINDING LIM PROTEIN FAMILY,0.127792499999998,0.469865181205712,0.999986929681086
ACTIN FILAMENT ASSOCIATED PROTEIN 1,0.331077499999999,0.0357777002303233,0.999986929681086
ACTIN FILAMENT ASSOCIATED PROTEIN 1-LIKE 1,0.250990000000002,0.1635238113759,0.999986929681086
ACTIN FILAMENT ASSOCIATED PROTEIN 1-LIKE 2,0.10915,0.397674230418882,0.999986929681086
ACTIN PSEUDOGENE,-0.00999249999999829,0.920786179268057,0.999986929681086
ACTIN RELATED PROTEIN 2/3 COMPLEX,0.160525,0.136243462153117,0.999986929681086
ACTININ,-0.171880000000001,0.316711382894911,0.999986929681086
ACTIVATED LEUKOCYTE CELL ADHESION MOLECULE,0.19455,0.402846782470773,0.999986929681086
ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 1,-0.172992499999999,0.484899163922707,0.999986929681086
ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 2,-0.1521875,0.315454539435323,0.999986929681086
ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 3,-0.236357499999998,0.541483250709585,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 1,0.052150000000001,0.838079196411415,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 2,-0.0794550000000003,0.4558149681467,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 3,0.282397500000002,0.0807171851968727,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 4,-0.237,0.21653693362205,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 5,0.122510000000002,0.37474686443346,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 6,0.1771575,0.285709678813545,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 6 BETA,-0.111585000000002,0.259161229977414,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 7,0.0906974999999992,0.63104730881253,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 7 INTERACTING PROTEIN,-0.1700275,0.192948191105611,0.999986929681086
ACTIVATING TRANSCRIPTION FACTOR 7 INTERACTING PROTEIN 2,-0.37712,0.0873176506866059,0.999986929681086
ACTIVATION-INDUCED CYTIDINE DEAMINASE,-0.133019999999999,0.364908077441093,0.999986929681086
ACTIVATOR OF BASAL TRANSCRIPTION 1,-0.103637500000001,0.309693381847187,0.999986929681086
ACTIVE BCR-RELATED,0.0797725000000025,0.576440253480512,0.999986929681086
ACTIVIN A RECEPTOR,0.218805000000001,0.292291979731007,0.999986929681086
ACTIVIN A RECEPTOR TYPE II-LIKE 1,-0.0970650000000006,0.646129169936,0.999986929681086
ACTIVITY-DEPENDENT NEUROPROTECTOR HOMEOBOX,-0.0320000000000036,0.781966517601441,0.999986929681086
ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEIN,-0.0130324999999996,0.943127624913435,0.999986929681086
ACTR3 PSEUDOGENE 2,-0.0345900000000006,0.716081152460176,0.999986929681086
ACTR3B PSEUDOGENE 2,-0.0584399999999992,0.639612874478593,0.999986929681086
ACVR2B ANTISENSE RNA 1,0.00716499999999876,0.943722344560435,0.999986929681086
ACYL-COA BINDING DOMAIN CONTAINING 3,-0.0945749999999972,0.736168088818524,0.999986929681086
ACYL-COA BINDING DOMAIN CONTAINING 4,-0.00180500000000094,0.985461861206919,0.999986929681086
ACYL-COA BINDING DOMAIN CONTAINING 5,-0.070994999999999,0.718669110630424,0.999986929681086
ACYL-COA BINDING DOMAIN CONTAINING 6,-0.144769999999999,0.258350133737141,0.999986929681086
ACYL-COA DEHYDROGENASE,0.192332500000001,0.148313299880739,0.999986929681086
ACYL-COA DEHYDROGENASE FAMILY,-0.225317500000001,0.0816796889577843,0.999986929681086
ACYL-COA OXIDASE-LIKE,0.0403474999999975,0.723988948230413,0.999986929681086
ACYL-COA OXIDASE 1,0.1002275,0.282366251623573,0.999986929681086
ACYL-COA OXIDASE 2,0.0806700000000014,0.524046064022423,0.999986929681086
ACYL-COA OXIDASE 3,0.0804500000000044,0.565546650793742,0.999986929681086
ACYL-COA SYNTHETASE BUBBLEGUM FAMILY MEMBER 1,-0.1260575,0.406184485961832,0.999986929681086
ACYL-COA SYNTHETASE BUBBLEGUM FAMILY MEMBER 2,0.0467500000000012,0.725005599043203,0.999986929681086
ACYL-COA SYNTHETASE FAMILY MEMBER 2,-0.1094675,0.47346998805269,0.999986929681086
ACYL-COA SYNTHETASE FAMILY MEMBER 3,0.0538399999999992,0.604254817213786,0.999986929681086
ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 1,-0.231005000000001,0.381273263661055,0.999986929681086
ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 3,-0.226360000000001,0.560429681599433,0.999986929681086
ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 4,0.0683774999999986,0.480551867935975,0.999986929681086
ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 5,-0.7359275,0.0804188539465054,0.999986929681086
ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 6,0.0596049999999995,0.549113968497344,0.999986929681086
ACYL-COA SYNTHETASE MEDIUM-CHAIN FAMILY MEMBER 1,0.0597424999999987,0.625061374816393,0.999986929681086
ACYL-COA SYNTHETASE MEDIUM-CHAIN FAMILY MEMBER 2A,0.0818824999999999,0.417429317315447,0.999986929681086
ACYL-COA SYNTHETASE MEDIUM-CHAIN FAMILY MEMBER 2B,0.0056074999999991,0.970753765871907,0.999986929681086
ACYL-COA SYNTHETASE MEDIUM-CHAIN FAMILY MEMBER 3,0.1034125,0.215727793820286,0.999986929681086
ACYL-COA SYNTHETASE MEDIUM-CHAIN FAMILY MEMBER 5,-0.360099999999999,0.040779022524456,0.999986929681086
ACYL-COA SYNTHETASE SHORT-CHAIN FAMILY MEMBER 1,0.1506825,0.094642023921682,0.999986929681086
ACYL-COA SYNTHETASE SHORT-CHAIN FAMILY MEMBER 2,-0.1195,0.291881170296607,0.999986929681086
ACYL-COA SYNTHETASE SHORT-CHAIN FAMILY MEMBER 3,0.480784999999996,0.253142726446991,0.999986929681086
ACYL-COA THIOESTERASE 1,-0.0535424999999989,0.796581867793303,0.999986929681086
ACYL-COA THIOESTERASE 11,0.0784900000000004,0.430646522947522,0.999986929681086
ACYL-COA THIOESTERASE 12,0.0728650000000015,0.542146563173751,0.999986929681086
ACYL-COA THIOESTERASE 13,-0.0298425000000009,0.911168710746022,0.999986929681086
ACYL-COA THIOESTERASE 4,0.212762500000002,0.434793188395138,0.999986929681086
ACYL-COA THIOESTERASE 6,-0.0672849999999983,0.639903039347488,0.999986929681086
ACYL-COA THIOESTERASE 7,0.405850000000001,0.086441346486666,0.999986929681086
ACYL-COA THIOESTERASE 8,-0.336144999999998,0.0877541940895063,0.999986929681086
ACYL-COA THIOESTERASE 9,-0.177434999999999,0.127381762385138,0.999986929681086
ACYL-COA WAX ALCOHOL ACYLTRANSFERASE 1,0.1169075,0.404247678813106,0.999986929681086
ACYLAMINOACYL-PEPTIDE HYDROLASE,-0.0386450000000007,0.763472507359067,0.999986929681086
ACYLGLYCEROL KINASE,0.1030275,0.353409880004292,0.999986929681086
ACYLOXYACYL HYDROLASE (NEUTROPHIL),0.0402825000000009,0.784582918247425,0.999986929681086
ACYLPHOSPHATASE 1,-0.195139999999999,0.306491689811453,0.999986929681086
ACYLPHOSPHATASE 2,0.183925000000002,0.176792661762915,0.999986929681086
ADAM-LIKE,-0.22254,0.174590984088904,0.999986929681086
ADAM METALLOPEPTIDASE DOMAIN 10,-0.194265000000001,0.60678237112186,0.999986929681086
ADAM METALLOPEPTIDASE DOMAIN 11,0.105232500000001,0.301775691330735,0.999986929681086
ADAM METALLOPEPTIDASE DOMAIN 12,-0.310655000000001,0.0253018893684823,0.999986929681086
ADAM METALLOPEPTIDASE DOMAIN 15,0.109827500000001,0.499685707126848,0.999986929681086
ADAM METALLOPEPTIDASE DOMAIN 17,-0.24444,0.310117693728796,0.999986929681086
